id,sentence,referenced_term,correct_answer,surprisal_sentence_mean,surprisal_sentence_std,surprisal_sentence_min,surprisal_sentence_max,surprisal_sentence_sum,surprisal_sentence_middle,surprisal_sentence_median,surprisal_query_mean,surprisal_query_std,surprisal_query_min,surprisal_query_max,surprisal_query_sum,surprisal_query_middle,surprisal_query_median,surprisal_phrase_mean,surprisal_phrase_std,surprisal_phrase_min,surprisal_phrase_max,surprisal_phrase_sum,surprisal_phrase_middle,surprisal_phrase_median,surprisal_context_mean,surprisal_context_std,surprisal_context_min,surprisal_context_max,surprisal_context_sum,surprisal_context_middle,surprisal_context_median,surprisal_position_sentenceMax,surprisal_position_sentenceMin,surprisal_positional_sentenceMax_in_expression,surprisal_positional_sentenceMin_in_expression,surprisal_drops_within_expression,surprisal_spikes_within_expression,surprisal_relational_sumPhrase_sumSentence,surprisal_relational_maxPhrase_maxSentence,surprisal_relational_minPhrase_minSentence,cws_sentence_mean,cws_sentence_std,cws_sentence_min,cws_sentence_max,cws_sentence_sum,cws_sentence_middle,cws_sentence_median,cws_query_mean,cws_query_std,cws_query_min,cws_query_max,cws_query_sum,cws_query_middle,cws_query_median,cws_phrase_mean,cws_phrase_std,cws_phrase_min,cws_phrase_max,cws_phrase_sum,cws_phrase_middle,cws_phrase_median,cws_context_mean,cws_context_std,cws_context_min,cws_context_max,cws_context_sum,cws_context_middle,cws_context_median,cws_position_sentenceMax,cws_position_sentenceMin,cws_positional_sentenceMax_in_expression,cws_positional_sentenceMin_in_expression,cws_drops_within_expression,cws_spikes_within_expression,cws_relational_sumPhrase_sumSentence,cws_relational_maxPhrase_maxSentence,cws_relational_minPhrase_minSentence,vanilla_entropy_sentence_mean,vanilla_entropy_sentence_std,vanilla_entropy_sentence_min,vanilla_entropy_sentence_max,vanilla_entropy_sentence_sum,vanilla_entropy_sentence_middle,vanilla_entropy_sentence_median,vanilla_entropy_query_mean,vanilla_entropy_query_std,vanilla_entropy_query_min,vanilla_entropy_query_max,vanilla_entropy_query_sum,vanilla_entropy_query_middle,vanilla_entropy_query_median,vanilla_entropy_phrase_mean,vanilla_entropy_phrase_std,vanilla_entropy_phrase_min,vanilla_entropy_phrase_max,vanilla_entropy_phrase_sum,vanilla_entropy_phrase_middle,vanilla_entropy_phrase_median,vanilla_entropy_context_mean,vanilla_entropy_context_std,vanilla_entropy_context_min,vanilla_entropy_context_max,vanilla_entropy_context_sum,vanilla_entropy_context_middle,vanilla_entropy_context_median,vanilla_entropy_position_sentenceMax,vanilla_entropy_position_sentenceMin,vanilla_entropy_positional_sentenceMax_in_expression,vanilla_entropy_positional_sentenceMin_in_expression,vanilla_entropy_drops_within_expression,vanilla_entropy_spikes_within_expression,vanilla_entropy_relational_sumPhrase_sumSentence,vanilla_entropy_relational_maxPhrase_maxSentence,vanilla_entropy_relational_minPhrase_minSentence,cis_sentence_mean,cis_sentence_std,cis_sentence_min,cis_sentence_max,cis_sentence_sum,cis_sentence_middle,cis_sentence_median,cis_query_mean,cis_query_std,cis_query_min,cis_query_max,cis_query_sum,cis_query_middle,cis_query_median,cis_phrase_mean,cis_phrase_std,cis_phrase_min,cis_phrase_max,cis_phrase_sum,cis_phrase_middle,cis_phrase_median,cis_context_mean,cis_context_std,cis_context_min,cis_context_max,cis_context_sum,cis_context_middle,cis_context_median,cis_position_sentenceMax,cis_position_sentenceMin,cis_positional_sentenceMax_in_expression,cis_positional_sentenceMin_in_expression,cis_drops_within_expression,cis_spikes_within_expression,cis_relational_sumPhrase_sumSentence,cis_relational_maxPhrase_maxSentence,cis_relational_minPhrase_minSentence
100,There goes my back.,my back,pain/ache in the back,7.833234500889047,5.262181922864418,2.5334861052266597,16.659605406206815,39.166172504445235,10.767591157465928,5.823003425179969,5.617835736621528,7.058133605009816,7.18433857699947e-05,35.619389187956905,275.27395109445484,5.6439983646831395,2.7676282225082076,7.075038783915895,3.6925523735500323,3.3824864103658627,10.767591157465928,14.15007756783179,3.3824864103658627,7.075038783915895,9.596545755716738,7.063059650490078,2.5334861052266597,16.659605406206815,19.193091511433476,2.5334861052266597,9.596545755716738,0.0,1.0,0.0,0.0,1.0,0.0,0.3612831344759512,0.6463293034212132,1.3351114906009112,12.590024927445638,5.943077719514306,6.425083468009769,22.99056932100101,62.950124637228186,14.85791469895187,10.775638014470843,9.337938191811604,8.914725889365947,0.052770861161801914,42.393073549869214,457.55897139876856,10.629232085232317,7.7897094230159825,11.379416916873282,3.4784977820785876,7.9009191347946945,14.85791469895187,22.758833833746564,7.9009191347946945,11.379416916873282,14.707826394505389,8.28274292649562,6.425083468009769,22.99056932100101,29.415652789010778,6.425083468009769,14.707826394505389,0.0,1.0,0.0,0.0,1.0,0.0,0.36153755000331134,0.6462612774612645,1.2296990652546465,4.28303906917572,1.6417637472060638,1.5725606679916382,6.04586935043335,21.4151953458786,4.011006832122803,4.011006832122803,1.9176786565590098,1.8756067853836633,0.0006652320735156536,7.633382797241211,93.96625417139148,3.9815971851348877,1.461930751800537,5.028438091278076,1.0174312591552734,4.011006832122803,6.04586935043335,10.056876182556152,6.04586935043335,5.028438091278076,3.757703959941864,2.185143291950226,1.5725606679916382,5.94284725189209,7.515407919883728,1.5725606679916382,3.757703959941864,3.0,1.0,1.0,1.0,0.0,0.0,0.46961402967036764,1.0,2.5506213615563547,9.316629123687743,4.671644995782536,3.347790241241455,14.618471145629883,46.58314561843872,3.347790241241455,11.703734397888184,9.16424627105395,4.7920950339038635,0.9017552137374878,19.415496826171875,439.8838210105896,1.0183076858520508,9.753904819488525,7.525762319564819,4.177972078323364,3.347790241241455,11.703734397888184,15.051524639129639,11.703734397888184,7.525762319564819,8.4565749168396,4.370761394500732,4.085813522338867,12.827336311340332,16.9131498336792,12.827336311340332,8.4565749168396,4.0,2.0,0.0,0.0,0.0,0.0,0.32311095438715687,0.8006127509022689,1.0
101,I didn't took my eyes off from the sunset.,my eyes,The view,5.890383214302046,5.310340556063767,0.09569973277334472,18.216784475771565,64.7942153573225,0.35683235716666956,4.41977020090784,6.067113402905154,7.2988836374846,7.18433857699947e-05,34.64469947056566,297.2885567423525,11.149817905112648,2.9664173112117753,4.917084103111193,4.560251745944523,0.35683235716666956,9.477335849055716,9.834168206222387,0.35683235716666956,4.917084103111193,6.013488909898962,5.762641131351382,0.09569973277334472,18.216784475771565,48.1079112791917,0.8101850291723667,3.8641022854025557,2.0,1.0,0.0,0.0,1.0,0.0,0.15177540389970956,0.5202529492326503,3.728666181459372,9.722580040381843,6.5994414329135,0.46245670792355,23.249534688425307,106.94838044420027,1.5573215518182626,9.401298202919236,9.754606240701056,9.316420188903086,0.052770861161801914,41.429057755446586,477.9757057943517,17.72438519580724,7.557140330639415,7.863917654693621,6.306596102875359,1.5573215518182626,14.17051375756898,15.727835309387242,1.5573215518182626,7.863917654693621,9.80527553279924,6.921262135036473,0.46245670792355,23.249534688425307,78.44220426239391,2.689315183372498,8.752419113622583,2.0,1.0,0.0,0.0,1.0,0.0,0.14706006060178867,0.6094966607922574,3.3674969464940876,3.3217400122772562,1.7001839564033097,0.27867791056632996,5.94284725189209,36.53914013504982,4.828444004058838,3.2182059288024902,1.7623949652449797,1.7680684903939545,0.0006652320735156536,7.633382797241211,86.35735329700401,1.0792701244354248,1.1218640804290771,4.023324966430664,0.8051190376281738,3.2182059288024902,4.828444004058838,8.046649932861328,4.828444004058838,4.023324966430664,3.4615091644227505,1.6956801911867978,0.27867791056632996,5.94284725189209,27.692073315382004,2.259913206100464,3.670325756072998,0.0,2.0,0.0,0.0,0.0,0.0,0.22022001347378878,0.8124799106222279,11.54811991471604,7.536800249056383,4.551837106348438,-1.0089664459228516,13.533954620361328,82.90480273962021,10.162457466125488,8.751887321472168,9.293036439766487,4.789370948621602,-1.0089664459228516,18.35720443725586,446.06574910879135,11.05592155456543,9.781564235687256,8.003486156463623,2.1589713096618652,5.844514846801758,10.162457466125488,16.006972312927246,10.162457466125488,8.003486156463623,8.488349609076977,4.1515031597655,0.1418856978416443,13.533954620361328,67.90679687261581,0.1418856978416443,9.304065704345703,10.0,6.0,0.0,0.0,0.0,0.0,0.19307653819767806,0.7508860308158897,-5.792576027100752
102,The bench is yet to make a decision., The bench,Judiciary,6.712283039302582,5.493536935880761,1.8266891151163733,16.529905992167105,60.41054735372324,7.283413256118255,3.540506690037639,5.72630307367208,7.094096439837608,7.18433857699947e-05,32.899960714290025,280.5888506099319,0.002438504703154124,3.2750689462590605,10.035206341102372,6.494699651064733,3.540506690037639,16.529905992167105,20.070412682204744,3.540506690037639,10.035206341102372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.3322335843886003,1.0,1.9382097702005978,11.207455843994198,5.539487100561286,5.3198910609747685,20.42831317604599,100.86710259594778,13.613057170062133,8.505922098323033,9.607400324143752,8.906388613210364,0.052770861161801914,39.67713204223745,470.76261588304385,0.05883373635392839,8.38939467229396,14.10943513359892,5.72004046130496,8.38939467229396,19.82947559490388,28.21887026719784,8.38939467229396,14.10943513359892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,0.27976287155026797,0.9706859016708095,1.5769861781261294,3.8420996268590293,1.9234430783957521,1.4846384525299072,7.6353325843811035,34.57889664173126,1.8914474248886108,3.3225603103637695,1.8385337416773986,1.8962909629738092,0.0006652320735156536,7.6353325843811035,90.08815334219253,0.01642839051783085,1.2168539762496948,6.789089918136597,0.8462426662445068,5.94284725189209,7.6353325843811035,13.578179836273193,7.6353325843811035,6.789089918136597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,0.39267244345461494,1.0,4.0028919106636,7.054663393232557,2.1398496812204812,3.9382314682006836,11.214859008789062,63.49197053909302,7.819494724273682,7.19753360748291,9.187974373499552,4.612805593069643,-2.6658010482788086,21.84838104248047,441.0227699279785,10.791361808776855,8.973944187164307,5.567882537841797,1.6296510696411133,3.9382314682006836,7.19753360748291,11.135765075683594,7.19753360748291,5.567882537841797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.1753885567124921,0.64178547423933,1.0
103,I am from the big apple.,the big apple,New York City,5.590152310677698,3.342215832424758,2.341314874213722,10.842490150169255,39.13106617474388,10.842490150169255,4.121792266421219,4.318655106381098,6.889680719944774,7.18433857699947e-05,37.164792851795525,211.61410021267383,0.2332041285171139,1.9366508182759972,6.0099690761980735,3.566831912674581,2.341314874213722,10.842490150169255,18.02990722859422,4.846102204211243,4.846102204211243,5.88456498895496,3.3983372847633935,2.8939339564027122,10.637968744040947,17.65369496686488,10.637968744040947,4.121792266421219,3.0,5.0,1.0,1.0,1.0,0.0,0.46075686126413673,1.0,1.0,10.145649387311977,3.5537804563781537,6.451673516701014,15.41057887279014,71.01954571118384,15.41057887279014,8.246406869988675,7.326776836402167,8.797179511422744,0.052770861161801914,43.9343724500022,359.0120649837062,1.0479697600411997,5.4099984119454865,10.91310779076397,3.657546562336264,6.451673516701014,15.41057887279014,32.73932337229191,10.877070982800758,10.877070982800758,10.104595138581967,3.7305740236096767,6.757461251912748,15.309917293844478,30.3137854157459,15.309917293844478,8.246406869988675,3.0,5.0,1.0,1.0,1.0,0.0,0.46099032378260163,1.0,1.0,4.371875950268337,1.3360408071431784,1.6814395189285278,5.94284725189209,30.603131651878357,4.606668472290039,4.881857872009277,1.7451302468270653,1.894252687093023,0.0006652320735156536,7.633382797241211,85.5113820945262,0.5847144722938538,1.0622724294662476,3.7929522593816123,1.5060871992409886,1.6814395189285278,5.0907487869262695,11.378856778144836,5.0907487869262695,4.606668472290039,5.332835674285889,0.4475067391132902,4.881857872009277,5.94284725189209,15.998507022857666,5.173801898956299,5.173801898956299,0.0,5.0,0.0,0.0,0.0,1.0,0.37182001200345866,0.8566178081231133,1.0,6.128141777856009,2.7581115747126397,1.7369470596313477,9.324970245361328,42.896992444992065,1.7369470596313477,6.771005630493164,9.765836817522844,4.9117933575312325,1.7369470596313477,20.161489486694336,468.7601672410965,12.10177993774414,9.092633724212646,6.2229963938395185,3.172216103933207,1.7369470596313477,8.49690055847168,18.668989181518555,8.49690055847168,8.435141563415527,5.818999210993449,2.7285171596980775,2.6701862812042236,9.324970245361328,17.456997632980347,5.461841106414795,5.461841106414795,0.0,3.0,0.0,0.0,0.0,1.0,0.4352050835605384,0.9111986778401177,1.0
104,She brought home a box of chocolates.,a box of chocolates,chocolate inside the box,4.414025213416579,2.810591528464334,0.3447091018032997,8.768998968250289,35.31220170733263,0.3447091018032997,4.331049335818496,4.709925177565396,6.912990628279103,7.18433857699947e-05,36.534874651061756,254.3359595885314,0.009984110499858968,2.150349699310313,3.188162964051004,2.081525206952084,0.3447091018032997,6.223805834311219,12.752651856204016,3.170052236608163,3.0920684600447492,5.093658325054338,3.176061916068634,1.0199295718838943,8.768998968250289,15.280974975163012,5.492046435028829,5.492046435028829,0.0,4.0,0.0,0.0,0.0,1.0,0.36114009434749883,0.7097510054278269,1.0,8.239343569349684,3.919616146987991,1.3126051499840097,13.121973513820407,65.91474855479747,1.3126051499840097,9.224186874919827,7.901031044358357,8.79443115153015,0.052770861161801914,43.31084561491126,426.6556763953513,0.08323111138909477,5.77910379552609,6.690727915862258,3.368413638332153,1.3126051499840097,10.552147758948593,26.76291166344903,7.001932763625369,7.449079377258215,9.017358071046612,4.1316133653704545,3.3637391229578597,13.121973513820407,27.052074213139836,10.566361576361569,10.566361576361569,0.0,4.0,0.0,0.0,0.0,0.0,0.4060231169842056,0.8041585930526984,1.0,4.009284734725952,1.6063992235511375,1.1724975109100342,5.94284725189209,32.07427787780762,5.388892650604248,4.386565208435059,1.7981028329943203,1.8608593357309646,0.0006652321317233145,7.633382797241211,97.0975529816933,0.05630261451005936,1.4228453040122986,3.535439193248749,1.7378950149186094,1.1724975109100342,5.388892650604248,14.141756772994995,1.1724975109100342,3.7901833057403564,5.070393721262614,0.9359940113109575,3.772049903869629,5.94284725189209,15.211181163787842,5.496284008026123,5.496284008026123,0.0,5.0,0.0,0.0,0.0,1.0,0.44090647424301826,0.9067863302205061,1.0,9.10827075690031,3.606356737392004,0.968505322933197,12.789133071899414,72.86616605520248,12.789133071899414,9.955440044403076,9.716016705306071,4.359326689045955,0.968505322933197,22.23427963256836,514.9488853812218,9.716727256774902,9.58644962310791,10.615220189094543,2.5896423545599787,6.192951679229736,12.789133071899414,42.460880756378174,11.826238632202148,11.739398002624512,6.69361827770869,4.048341662651242,0.968505322933197,9.58644962310791,20.080854833126068,9.525899887084961,9.525899887084961,4.0,2.0,1.0,1.0,0.0,1.0,0.5827242334145912,1.0,6.39433933153189
105,The doctor's prescription was filled with hope.,prescription,The doctor's optimism about the patient's recovery,6.243569753870477,2.54662786320656,2.713092055056852,11.130890757456962,56.19212778483429,5.746502646585552,5.746502646585552,5.302270837699257,7.130866735306979,7.184280770676202e-05,33.815217813232316,323.4385210996546,0.03760968462130546,2.8190139977224105,3.9054804182396614,0.0,3.9054804182396614,3.9054804182396614,3.9054804182396614,3.9054804182396614,3.9054804182396614,6.64859210285844,2.712557625198215,2.713092055056852,11.130890757456962,46.54014472000908,4.336448128749864,7.004299608973358,6.0,7.0,0.0,0.0,1.0,0.0,0.0695022696630063,0.3508686324698001,1.4394942519404574,10.854357688821572,2.335332323109859,7.552265334561114,15.6420779595405,97.68921919939416,10.441636473072395,10.441636473072395,8.958170093059945,8.948329662473148,0.05277086036993306,40.61092423865542,546.4483756766566,0.2025330537207137,7.396187056195982,8.486967874735573,0.0,8.486967874735573,8.486967874735573,8.486967874735573,8.486967874735573,8.486967874735573,11.251516407369454,2.455459656312771,7.552265334561114,15.6420779595405,78.76061485158618,9.756824127033255,11.768495240909482,6.0,7.0,0.0,0.0,1.0,0.0,0.0868772208877293,0.5425729175297426,1.1237645261080829,4.627547608481513,1.4946048524425046,2.401521921157837,7.6353373527526855,41.64792847633362,4.128776550292969,4.581177234649658,1.938100652578363,1.8518186544357063,0.0006652272422797978,7.6353373527526855,118.22413980728015,0.13908959925174713,1.4218213558197021,4.404596328735352,0.0,4.404596328735352,4.404596328735352,4.404596328735352,4.404596328735352,4.404596328735352,4.730650799615042,1.6789325378568773,2.401521921157837,7.6353373527526855,33.1145555973053,4.581177234649658,4.653236389160156,1.0,8.0,0.0,0.0,1.0,0.0,0.10575787295731305,0.5768699043988423,1.834085414723918,7.546368360519409,2.469804747491033,3.1495792865753174,12.190685272216797,67.91731524467468,3.1495792865753174,7.123822212219238,9.689688217639922,5.151430417813047,-2.9774065017700195,17.80028533935547,581.3812930583954,3.591033935546875,9.567220211029053,5.973084926605225,0.0,5.973084926605225,5.973084926605225,5.973084926605225,5.973084926605225,5.973084926605225,8.39923586164202,2.0000272737812628,6.170845985412598,12.190685272216797,58.79465103149414,6.170845985412598,7.473265647888184,8.0,4.0,0.0,0.0,1.0,0.0,0.08794642286855658,0.48997121927330817,1.8964707293017649
106,The boardroom is making decisions.,boardroom,The executives,6.959970466622073,3.379471392669966,2.673265553001707,12.145371126455201,48.71979326635451,12.145371126455201,5.96360763678768,5.170585593989428,6.993930259322434,7.18433857699947e-05,32.89795200935849,248.18810851149257,22.55226467351508,2.7461385031342718,4.51362376616998,1.4499838706176997,3.0636398955522806,5.96360763678768,9.02724753233996,3.0636398955522806,4.51362376616998,6.886793651889837,3.0356983571140117,2.673265553001707,10.227575846412696,27.54717460755935,5.378125390706432,7.3231666040724726,3.0,4.0,0.0,0.0,1.0,0.0,0.18528911818215993,0.4910189713180254,1.146029017623123,11.870706255101803,3.4232584757191007,7.377657780373676,17.892958746867418,83.09494378571263,17.892958746867418,11.366671393778457,8.673724967203347,8.949292234060556,0.052770861161801914,39.67199455400982,416.3387984257607,29.117899775984483,6.948992714952848,9.541257147393667,1.8254142463847902,7.715842901008877,11.366671393778457,19.082514294787334,7.715842901008877,9.541257147393667,11.52986768601447,2.6354193553008747,7.377657780373676,14.06636074585018,46.11947074405788,11.154124379623642,12.33772610891701,3.0,4.0,0.0,0.0,1.0,0.0,0.22964711720604578,0.6352594646074652,1.045839090223845,3.9586471148899625,1.8694923351792887,2.3428900241851807,7.6353325843811035,27.710529804229736,3.2402729988098145,3.202085018157959,1.807751135588963,1.8813852990025977,0.0006652320735156536,7.6353325843811035,86.77205450827023,1.1033536195755005,1.2863104343414307,5.418708801269531,2.2166237831115723,3.202085018157959,7.6353325843811035,10.837417602539062,3.202085018157959,5.418708801269531,3.408209800720215,1.4702569990740053,2.3428900241851807,5.94284725189209,13.63283920288086,2.6107730865478516,2.6735509634017944,1.0,6.0,1.0,1.0,1.0,0.0,0.3910938433549848,1.0,1.3667244237260314,8.851657594953265,4.140842754499507,1.0274772644042969,13.38514518737793,61.96160316467285,5.070090293884277,9.713661193847656,10.225926929331841,4.820600413785655,1.0274772644042969,22.805171966552734,480.6185656785965,10.29969310760498,10.306140899658203,7.206311225891113,6.178833961486816,1.0274772644042969,13.38514518737793,14.412622451782227,1.0274772644042969,7.206311225891113,10.619722604751587,1.6919867507469553,8.471588134765625,12.968949317932129,42.47889041900635,9.713661193847656,10.519176483154297,1.0,2.0,1.0,1.0,1.0,0.0,0.23260570604473196,1.0,1.0
107,There is a wire for you.,wire,A telegram,7.38087361525998,4.633933224455946,0.8250196971415173,13.984463137377578,51.66611530681986,11.136387002087119,7.768471777990389,5.720587449043267,6.717041586865426,7.184145508210135e-05,33.771705028679,257.426435206947,1.9777477979891926,3.6492296597714518,11.136387002087119,0.0,11.136387002087119,11.136387002087119,11.136387002087119,11.136387002087119,11.136387002087119,6.552251305348471,5.150265470909465,0.8250196971415173,13.984463137377578,32.76125652674236,13.984463137377578,5.028532703212927,2.0,1.0,0.0,0.0,1.0,0.0,0.2155452744212246,0.7963399733466965,13.498328634663945,12.001777453731192,5.239011541664383,2.8578942204330424,17.8345444826866,84.01244217611834,16.490107544047362,12.852941561779716,9.650472240047378,8.421348187505394,0.05277085781703925,40.50970065530528,434.271250802132,6.801118536813501,9.002974123319216,16.490107544047362,0.0,16.490107544047362,16.490107544047362,16.490107544047362,16.490107544047362,16.490107544047362,10.933878614058255,5.754286515954984,2.8578942204330424,17.8345444826866,54.66939307029127,17.8345444826866,11.239262297183068,2.0,1.0,0.0,0.0,1.0,0.0,0.1962817306212638,0.9246161324756913,5.770020256924939,3.5920446259634837,1.900303242207693,1.3802692890167236,6.533586502075195,25.144312381744385,6.533586502075195,3.5209054946899414,2.0434893700177783,1.9154279458770207,0.0006652172887697816,7.6333794593811035,91.95702165080002,1.000661849975586,1.4837735891342163,6.533586502075195,0.0,6.533586502075195,6.533586502075195,6.533586502075195,6.533586502075195,6.533586502075195,3.01796407699585,1.730462083836767,1.3802692890167236,5.942853927612305,15.089820384979248,2.19325852394104,2.19325852394104,3.0,6.0,1.0,1.0,1.0,0.0,0.2598435146239592,1.0,4.733559280109458,6.114040374755859,2.8150860616486586,2.103635311126709,9.605790138244629,42.798282623291016,4.0008392333984375,5.088018417358398,8.739444142038172,5.093976303933139,-3.20611572265625,22.035804748535156,384.53554224967957,10.983397483825684,9.066819190979004,4.0008392333984375,0.0,4.0008392333984375,4.0008392333984375,4.0008392333984375,4.0008392333984375,4.0008392333984375,6.967323589324951,2.923373117310746,2.103635311126709,9.605790138244629,34.836617946624756,5.088018417358398,8.73831844329834,0.0,6.0,0.0,0.0,1.0,0.0,0.09348130317783272,0.41650287751649284,1.9018692128986865
108,The hospital is overwhelmed with cases.,hospital,The medical facility and its resources,6.636649733451545,4.267229577046233,0.8079701006609963,12.321137853630752,46.45654813416081,0.8079701006609963,5.023072358076379,5.2393396857031,7.156743827432622,7.18433857699947e-05,33.569317625282736,267.2063239708581,17.83406744022573,2.634619929330399,3.0334980425229934,0.0,3.0334980425229934,3.0334980425229934,3.0334980425229934,3.0334980425229934,3.0334980425229934,6.454193867256236,4.334200450038223,0.8079701006609963,12.321137853630752,32.27096933628118,5.023072358076379,5.023072358076379,0.0,3.0,0.0,0.0,1.0,0.0,0.06529753424130057,0.24620275160942967,3.754468191386419,10.957088313832404,4.572523866835574,3.0632515578092194,15.852336534926085,76.69961819682682,3.0632515578092194,10.501338232160172,9.040721601306396,8.869514091949261,0.052770861161801914,40.34118380465257,461.07680166662624,24.009528735735884,7.528271651906947,7.038935297000808,0.0,7.038935297000808,7.038935297000808,7.038935297000808,7.038935297000808,7.038935297000808,10.761669272979987,4.622758924547134,3.0632515578092194,15.619401549120507,53.80834636489993,10.501338232160172,10.501338232160172,2.0,3.0,0.0,0.0,1.0,0.0,0.0917727553602349,0.44403140707318,2.2978639410322943,4.149225047656468,2.0758948675452817,1.6431806087493896,7.6353325843811035,29.044575333595276,4.827901840209961,4.498125076293945,1.8253504487893581,1.8675522308180916,0.0006652320735156536,7.6353325843811035,93.09287288825726,1.8836408853530884,1.350665807723999,7.6353325843811035,0.0,7.6353325843811035,7.6353325843811035,7.6353325843811035,7.6353325843811035,7.6353325843811035,3.3822235345840452,1.7291178626593058,1.6431806087493896,5.94284725189209,16.911117672920227,1.653631329536438,2.8435566425323486,1.0,6.0,1.0,1.0,1.0,0.0,0.26288325777479926,1.0,4.646678851810629,8.228590284075056,2.209945803028318,4.891170501708984,11.561498641967773,57.60013198852539,9.929184913635254,8.859684944152832,10.17268410205841,5.145859047449455,1.1496632099151611,23.262100219726562,508.63420510292053,7.965315341949463,10.355200290679932,7.548977851867676,0.0,7.548977851867676,7.548977851867676,7.548977851867676,7.548977851867676,7.548977851867676,8.89888973236084,2.206339725547113,4.891170501708984,11.561498641967773,44.4944486618042,8.859684944152832,9.252909660339355,5.0,0.0,0.0,0.0,1.0,0.0,0.13105834294566407,0.6529411182444109,1.5433888164867793
109,He is a tough cookie.,tough cookie,determined person,4.364014166077064,2.3909964431689947,2.1057803120783247,9.352774999933231,26.18408499646238,4.34727973514133,3.973367949792646,5.354223248764032,7.03975917890537,7.18433857699947e-05,34.99873296698417,257.0027159406735,9.222379227892933,2.4152450627400572,3.3893968924327673,0.957882842708563,2.4315140497242043,4.34727973514133,6.778793784865535,2.4315140497242043,3.3893968924327673,5.267304032536291,3.029850589032831,2.1057803120783247,9.352774999933231,15.801912097608874,2.1057803120783247,4.343356785597318,2.0,1.0,0.0,0.0,1.0,0.0,0.25888984800428916,0.4648117521454718,1.1546855271547263,8.561975647817565,2.501138227309931,5.054633719545319,13.273866132327914,51.371853886905384,9.216719399390538,8.433770834771192,8.702160018092988,9.053877368666992,0.052770861161801914,41.77502526646738,417.7036808684634,15.761946172021696,6.621421168798724,8.087906182744886,1.1288132166456513,6.959092966099235,9.216719399390538,16.175812365489772,6.959092966099235,8.087906182744886,8.920714027642656,3.3731167155523036,5.054633719545319,13.273866132327914,26.76214208292797,5.054633719545319,8.433642231054735,2.0,1.0,0.0,0.0,1.0,0.0,0.31487694411614303,0.6943507872920027,1.3767749261810465,4.847983042399089,1.300569248525078,2.5603091716766357,6.370829105377197,29.08789825439453,6.370829105377197,5.206163167953491,1.8443482829619218,2.074236200789774,0.0006652320735156536,7.633382797241211,88.52871758217225,1.1318365335464478,0.8953502178192139,5.086207747459412,1.2846213579177856,3.801586389541626,6.370829105377197,10.172415494918823,3.801586389541626,5.086207747459412,5.451724529266357,0.36874247876394556,5.054323196411133,5.94284725189209,16.355173587799072,5.35800313949585,5.35800313949585,3.0,5.0,1.0,1.0,1.0,0.0,0.34971297705849197,1.0,1.4848153619869788,7.229833682378133,2.6006160057055205,2.217499256134033,10.90615177154541,43.3790020942688,8.338396072387695,7.603424310684204,9.356977893951091,5.349616128842481,-1.3502368927001953,21.250308990478516,439.7779610157013,7.163020133972168,8.338396072387695,7.524251222610474,0.8141448497772217,6.710106372833252,8.338396072387695,15.048502445220947,6.710106372833252,7.524251222610474,5.8081159591674805,2.549577485241267,2.217499256134033,7.888243198394775,17.42434787750244,7.318605422973633,7.318605422973633,5.0,2.0,0.0,0.0,1.0,0.0,0.34690752941984215,0.7645589614975749,3.025979086248528
